1/1_0023.wav	동료에게서 수화를 배우고 있습니다	112 353 9 32 19 3 42 91 22 3 172 48 17 3 25 60 16 6
1/1_0024.wav	이거 다른 걸로 바꿀 수 있을까요	4 49 3 6 185 3 154 27 3 110 712 3 42 3 25 11 70 5
1/1_0025.wav	색깔을 바꾸는 게 나을 거 같아	322 564 11 3 110 386 7 3 32 3 26 11 3 49 3 143 13
1/1_0026.wav	소영이 좀 바꿔 주세요	74 145 4 3 89 3 110 631 3 38 35 5
1/1_0027.wav	눈이 얼음으로 바뀌었어	240 4 3 183 88 41 27 3 110 711 52 8
1/1_0028.wav	핸드폰이 네 거랑 바뀐 거 같아	555 119 518 4 3 99 3 49 208 3 110 3 49 3 143 13
1/1_0029.wav	그 차는 들판에 버려진 채 발견됐다	18 3 120 7 3 30 338 9 3 137 76 142 3 365 3 148 404 390 6
1/1_0030.wav	이번 달 초에 상어떼가 해안가에서 발견됐다	4 122 3 150 3 267 9 3 72 8 753 10 3 24 69 10 9 19 3 148 404 390 6
1/1_0031.wav	오타를 발견하시는 분께 사례하겠습니다	50 239 22 3 148 404 15 29 7 3 100 391 3 21 470 15 105 60 16 6
1/1_0032.wav	결국 그의 개가 그의 시신을 발견했다	156 84 3 18 31 3 157 10 3 18 31 3 29 73 11 3 148 404 54 6
1/1_0033.wav	정신분석학은 이십 세기에 급격히 발전했다	58 73 100 269 102 12 3 4 146 3 35 23 9 3 330 256 126 3 148 63 54 6
1/1_0034.wav	한국어 실력이 날이 갈수록 발전하는 것을 보니 기쁩니다	20 84 8 3 94 249 4 3 159 4 3 221 42 361 3 148 63 15 7 3 67 11 3 46 16 3 23 894 16 6
1/1_0035.wav	죄송하지만 제 이름을 밝힐 수는 없어요	313 315 15 14 61 3 37 3 4 227 11 3 524 715 3 42 7 3 64 8 5
1/1_0036.wav	정전이 되어 촛불을 밝혔다	58 63 4 3 103 8 3 981 161 11 3 524 582 6
1/1_0037.wav	모두가 시험에 통과했음을 발표하게 되어 기쁘게 생각합니다	71 107 10 3 29 217 9 3 155 101 54 88 11 3 148 241 15 32 3 103 8 3 23 586 32 3 66 123 90 16 6
1/1_0038.wav	그 밴드는 첫 음반을 발표한 직후에 해체했다	18 3 119 7 3 546 3 88 192 11 3 148 241 20 3 130 202 9 3 24 252 54 6
1/1_0039.wav	화재가 발생하지 않도록 조심해라	91 197 10 3 148 66 15 14 3 85 39 361 3 176 131 24 43
1/1_0040.wav	어제 일본에서 태풍이 발생했다	8 37 3 36 259 9 19 3 280 369 4 3 148 66 54 6
1/1_0041.wav	돌고래는 지능이 발달했다	263 17 108 7 3 14 347 4 3 148 150 54 6
1/1_0042.wav	이 지역에는 농업이 발달했어요	4 3 14 250 9 7 3 348 207 4 3 148 150 54 8 5
1/1_0043.wav	그녀는 내 제안에 반대했다	18 116 7 3 44 3 37 69 9 3 192 47 54 6
1/1_0044.wav	저는 무력 사용을 반대합니다	33 7 3 51 249 3 21 164 11 3 192 47 90 16 6
1/1_0045.wav	밤늦게 남의 집을 방문하는 것은 실례다	226 368 32 3 129 31 3 118 11 3 135 77 15 7 3 67 12 3 94 470 6
1/1_0046.wav	저희 회사에 방문해 주셔서 감사드립니다	33 219 3 136 21 9 3 135 77 24 3 38 257 19 3 165 21 119 394 16 6
1/1_0047.wav	너는 브레이크를 너무 세게 밟아	78 7 3 561 293 4 337 22 3 78 51 3 35 32 3 728 13
1/1_0048.wav	어떤 남자가 지하철에서 내 발을 밟고 모른 척했다	8 389 3 129 34 10 3 14 15 356 9 19 3 44 3 148 11 3 728 17 3 71 185 3 558 54 6
1/1_0049.wav	그녀는 호기심으로 가득찬 눈으로 나를 바라보았다	18 116 7 3 222 23 131 41 27 3 10 477 484 3 240 41 27 3 26 22 3 110 43 46 114 6
1/1_0050.wav	이 문제는 제 삼 자의 시각에서 바라볼 필요가 있어	4 3 77 37 7 3 37 3 246 3 34 31 3 29 123 9 19 3 110 43 388 3 275 5 10 3 25 8
1/1_0051.wav	저한테 너무 많은 걸 바라지 마세요	33 20 191 3 78 51 3 93 12 3 154 3 110 43 14 3 40 35 5
1/1_0052.wav	빨리 나으시길 바랍니다	309 28 3 26 41 29 233 3 110 554 16 6
1/1_0053.wav	입술에 침이나 바르고 말해	79 261 9 3 214 4 26 3 110 167 17 3 62 24
1/1_0054.wav	선크림을 발랐어야지	124 337 360 11 3 148 362 8 45 14
1/1_0055.wav	나는 생일 선물로 책을 받았다	26 7 3 66 36 3 124 95 27 3 171 11 3 193 114 6
1/1_0056.wav	신용 카드를 받나요	73 164 3 364 119 22 3 193 26 5
1/1_0057.wav	스트레스 받는 일 있어	92 190 293 92 3 193 7 3 36 3 25 8
1/1_0058.wav	어떻게 그렇게 돈을 버셨어요	8 291 32 3 18 245 32 3 284 11 3 137 205 8 5
1/1_0059.wav	한 달에 삼백만 원을 법니다	20 3 150 9 3 246 317 61 3 115 11 3 279 16 6
1/1_0060.wav	입을 벌려 보세요	79 11 3 286 76 3 46 35 5
1/1_0061.wav	지하철에서 다리를 벌리고 앉지 마라	14 15 356 9 19 3 6 28 22 3 286 28 17 3 393 14 3 40 43
1/1_0062.wav	벽 사이에 벌어진 틈이 있어	442 3 21 4 9 3 286 8 142 3 829 4 3 25 8
1/1_0063.wav	그 법안을 놓고 말다툼이 벌어졌어	18 3 279 69 11 3 301 17 3 62 6 913 4 3 286 8 209 8
1/1_0064.wav	담배 꽁초를 여기에 버리지 마세요	238 172 3 267 22 3 59 23 9 3 137 28 14 3 40 35 5
1/1_0065.wav	돈을 다 써 버렸어요	284 11 3 6 3 340 3 137 194 8 5
1/1_0066.wav	내년 아버지 환갑 때 잔치를 벌일 거야	44 175 3 13 137 14 3 319 311 3 80 3 373 132 22 3 286 36 3 49 45
1/1_0067.wav	오늘 아침 아내랑 말다툼을 벌였어	50 98 3 13 214 3 13 44 208 3 62 6 913 11 3 286 326 8
1/1_0068.wav	가난에서 벗어나려면 습관부터 바꿔라	10 186 9 19 3 552 8 26 76 56 3 60 153 55 144 3 110 631 43
1/1_0069.wav	복잡한 도시 지역을 벗어나니 참 좋군요	255 299 20 3 39 29 3 14 250 11 3 552 8 26 16 3 189 3 97 302 5
1/1_0070.wav	외투 벗으실래요	200 409 3 552 41 94 108 5
1/1_0071.wav	신발이 너무 꽉 껴서 벗을 수가 없어요	73 148 4 3 78 51 3 617 3 543 19 3 552 11 3 42 10 3 64 8 5
1/1_0072.wav	아침 햇빛이 비치는 걸 보니 상쾌하군	13 214 3 619 495 4 3 86 132 7 3 154 3 46 16 3 72 669 15 302
1/1_0073.wav	커튼 너머에 누군가의 그림자가 비쳤다	294 527 3 78 174 9 3 198 302 10 31 3 18 360 34 10 3 86 346 6
1/1_0074.wav	램프가 그의 작품을 비추게 배치되어 있었다	570 336 10 3 18 31 3 168 289 11 3 86 248 32 3 172 132 103 8 3 25 52 6
1/1_0075.wav	아침마다 내 얼굴을 거울에 비춰 봐요	13 214 40 6 3 44 3 183 403 11 3 49 173 9 3 86 565 3 195 5
1/1_0076.wav	금고는 이미 비어 있었다	113 17 7 3 4 139 3 86 8 3 25 52 6
1/1_0077.wav	이 자리는 비었습니까	4 3 34 28 7 3 86 52 60 16 70
1/1_0078.wav	우리는 서로 답을 비교해 보았다	48 28 7 3 19 27 3 341 11 3 86 141 24 3 46 114 6
1/1_0079.wav	부모가 저지르는 큰 실수 중 하나는 자기 아이를 다른 집 아이와 비교하는 것이다	55 71 10 3 33 14 167 7 3 406 3 94 42 3 83 3 15 26 7 3 34 23 3 13 4 22 3 6 185 3 118 3 13 4 134 3 86 141 15 7 3 67 4 6
1/1_0080.wav	이틀 동안 차를 빌리고 싶은데요	4 466 3 112 69 3 120 22 3 475 28 17 3 178 12 125 5
1/1_0081.wav	아내에게서 돈을 빌린다는 것은 좀 이상해요	13 44 9 32 19 3 284 11 3 475 287 6 7 3 67 12 3 89 3 4 72 24 5
1/1_0082.wav	다이아몬드가 눈부시게 빛나고 있었다	6 4 13 857 119 10 3 240 55 29 32 3 495 26 17 3 25 52 6
1/1_0083.wav	모든 창에서 촛불이 반짝반짝 빛나고 있었다	71 211 3 303 9 19 3 981 161 4 3 192 485 192 485 3 495 26 17 3 25 52 6
1/1_0084.wav	영화 보러 갈까	145 91 3 46 96 3 221 70
1/1_0085.wav	오늘 우연히 길에서 그 여자를 봤어요	50 98 3 48 149 126 3 233 9 19 3 18 3 59 34 22 3 418 8 5
1/1_0086.wav	제가 해 볼게요	37 10 3 24 3 388 32 5
1/1_0087.wav	어디선가 뵌 분 같아요	8 201 124 10 3 3 100 3 143 13 5
1/1_0088.wav	지난번에 뵌 후 오랜만에 뵙습니다	14 186 122 9 3 3 202 3 50 577 61 9 3 804 60 16 6
1/1_0089.wav	그거 맛있어 보이네	18 49 3 431 25 8 3 46 4 99
1/1_0090.wav	그는 나이에 비해 정말 젊어 보인다	18 7 3 26 4 9 3 86 24 3 58 62 3 583 8 3 46 57 6
1/1_0091.wav	그녀가 나에게 사진 몇 장을 보여 주었다	18 116 10 3 26 9 32 3 21 142 3 235 3 65 11 3 46 59 3 38 52 6
1/1_0092.wav	주민등록증을 보여 주시겠어요	38 307 271 361 288 11 3 46 59 3 38 29 105 8 5
1/1_0093.wav	김치가 맛이 없어서 볶았어	463 132 10 3 431 4 3 64 8 19 3 777 114 8
1/1_0094.wav	고기를 기름에 볶지 마라	17 23 22 3 23 227 9 3 777 14 3 40 43
1/1_0095.wav	이 소포를 뉴욕으로 보내고 싶은데요	4 3 74 316 22 3 682 549 41 27 3 46 44 17 3 178 12 125 5
1/1_0096.wav	선생님께 한 부 보내 드리겠습니다	124 66 169 391 3 20 3 55 3 46 44 3 119 28 105 60 16 6
1/1_0097.wav	휴가 잘 보내세요	416 10 3 133 3 46 44 35 5
1/1_0098.wav	그녀는 짐 하나하나에 이름표를 붙였다	18 116 7 3 538 3 15 26 15 26 9 3 4 227 241 22 3 523 326 6
1/1_0099.wav	침으로 편지 봉투에 우표를 붙이지 마세요	214 41 27 3 166 14 3 614 409 9 3 48 241 22 3 523 4 14 3 40 35 5
1/1_0100.wav	우리는 파티 준비를 위해 풍선을 불었다	48 28 7 3 218 460 3 377 86 22 3 106 24 3 369 124 11 3 161 52 6
1/1_0101.wav	바람이 많이 불어	110 53 4 3 93 4 3 161 8
1/1_0102.wav	경찰 좀 불러 주세요	128 398 3 89 3 161 96 3 38 35 5
1/1_0103.wav	사람들은 그를 게으른 천재라고 부른다	21 53 30 12 3 18 22 3 32 41 185 3 265 197 43 17 3 55 185 6
1/1_0104.wav	노래 한 곡 부르세요	242 108 3 20 3 604 3 55 167 35 5
1/1_0105.wav	여행사에 예약을 부탁하는 게 어때	59 158 21 9 3 87 188 11 3 55 351 15 7 3 32 3 8 80
1/1_0106.wav	엄마한테 도와달라고 부탁해 봐	223 40 20 191 3 39 134 150 43 17 3 55 351 24 3 195
1/1_0107.wav	냄비에 물을 부어라	511 86 9 3 95 11 3 55 8 43
1/1_0108.wav	우유를 좀 부어 봐	48 160 22 3 89 3 55 8 3 195
1/1_0109.wav	신발 밑창에 껌이 붙었다	73 148 3 588 303 9 3 869 4 3 523 52 6
1/1_0110.wav	저는 운전면허시험에 세 번 만에 붙었어요	33 7 3 111 63 56 405 29 217 9 3 35 3 122 3 61 9 3 523 52 8 5
1/1_0111.wav	밤이 되면 그녀는 괴물로 변한다	226 4 3 103 56 3 18 116 7 3 593 95 27 3 323 20 6
1/1_0112.wav	전혀 안 변하셨네요	63 332 3 69 3 323 15 205 99 5
1/1_0113.wav	그는 점차 냉혹한 지도자로 변화했다	18 7 3 180 120 3 602 643 20 3 14 39 34 27 3 323 91 54 6
1/1_0114.wav	지구가 빠르게 변화하고 있다	14 68 10 3 243 167 32 3 323 91 15 17 3 25 6
1/1_0115.wav	그는 공을 차는 척하면서 상대 선수를 찼다	18 7 3 138 11 3 120 7 3 558 15 56 19 3 72 47 3 124 42 22 3 918 6
1/1_0116.wav	그녀는 칠 년간 사귄 남자 친구를 차 버리고 딴 남자랑 결혼했다	18 116 7 3 344 3 175 82 3 21 965 3 129 34 3 215 68 22 3 120 3 137 28 17 3 704 3 129 34 208 3 156 206 54 6
1/1_0117.wav	소지품을 잘 챙기세요	74 14 289 11 3 133 3 690 23 35 5
1/1_0118.wav	엄마는 아빠를 엄청 챙기신다	223 40 7 3 13 243 22 3 223 290 3 690 23 73 6
1/1_0119.wav	빈칸을 채우시오	659 840 11 3 365 48 29 50
1/1_0120.wav	기름을 가득 채워 주세요	23 227 11 3 10 477 3 365 117 3 38 35 5
1/1_0121.wav	제 잔에는 물을 반만 채워 주세요	37 3 373 9 7 3 95 11 3 192 61 3 365 117 3 38 35 5
1/1_0122.wav	인터넷 찾아봤어	57 144 541 3 295 13 418 8
1/1_0123.wav	다 찾아봤지만 찾을 수가 없어요	6 3 295 13 418 14 61 3 295 11 3 42 10 3 64 8 5
1/1_0124.wav	내일 댁으로 찾아가겠습니다	44 36 3 863 41 27 3 295 13 10 105 60 16 6
1/1_0125.wav	내일까지 짐을 찾아가셔야 해요	44 36 70 14 3 538 11 3 295 13 10 257 45 3 24 5
1/1_0126.wav	도움이 필요하면 나를 찾아와	39 342 4 3 275 5 15 56 3 26 22 3 295 13 134
1/1_0127.wav	은행에서 돈 찾아와야 해	12 158 9 19 3 284 3 295 13 134 45 3 24
1/1_0128.wav	많은 배우들이 그 시상식에 참석하지 않았다	93 12 3 172 48 30 4 3 18 3 29 72 121 9 3 189 269 15 14 3 85 114 6
1/1_0129.wav	갑자기 시부모님이 오셔서 모임에 참석하지 못했어요	311 34 23 3 29 55 71 169 4 3 50 257 19 3 71 268 9 3 189 269 15 14 3 152 54 8 5
1/1_0130.wav	웃음을 참을 수가 없었어요	445 88 11 3 189 11 3 42 10 3 64 52 8 5
1/1_0131.wav	더 이상은 못 참아	127 3 4 72 12 3 152 3 189 13
1/1_0132.wav	엄마랑 아빠는 항상 같이 상을 차리세요	223 40 208 3 13 243 7 3 376 72 3 143 4 3 72 11 3 120 28 35 5
1/1_0133.wav	얼른 기운 차리셔야죠	183 185 3 23 111 3 120 28 257 45 296
1/1_0134.wav	교차로에서 저를 찾을 수 있을 거예요	141 120 27 9 19 3 33 22 3 295 11 3 42 3 25 11 3 49 87 5
1/1_0135.wav	이 책을 찾고 있어요	4 3 171 11 3 295 17 3 25 8 5
1/1_0136.wav	아기는 소리가 나는 쪽을 쳐다본다	13 23 7 3 74 28 10 3 26 7 3 273 11 3 417 6 259 6
1/1_0137.wav	그런 식으로 사람을 빤히 쳐다보지 마	18 310 3 121 41 27 3 21 53 11 3 126 3 417 6 46 14 3 40
1/1_0138.wav	나는 일 년에 한 번 우리 집 화장실을 청소한다	26 7 3 36 3 175 9 3 20 3 122 3 48 28 3 118 3 91 65 94 11 3 290 74 20 6
1/1_0139.wav	창문은 뭘로 청소하나요	303 77 12 3 487 27 3 290 74 15 26 5
1/1_0140.wav	그는 내 얼굴을 쳐서 자기 손목을 삐었다	18 7 3 44 3 183 403 11 3 417 19 3 34 23 3 199 225 11 3 775 52 6
1/1_0141.wav	테니스를 치다가 발목을 삐었어요	191 16 92 22 3 132 6 10 3 148 225 11 3 775 52 8 5
1/1_0142.wav	오늘 시험 잘 쳤어요	50 98 3 29 217 3 133 3 346 8 5
1/1_0143.wav	이번 주말 내 생일에 너를 초대하고 싶은데	4 122 3 38 62 3 44 3 66 36 9 3 78 22 3 267 47 15 17 3 178 12 125
1/1_0144.wav	그녀는 나를 자기 집으로 초대했다	18 116 7 3 26 22 3 34 23 3 118 41 27 3 267 47 54 6
1/1_0145.wav	낯선 사람들 앞에서 춤을 추는 건 나한테는 정말 어려운 일이야	662 124 3 21 53 30 3 304 9 19 3 719 11 3 248 7 3 104 3 26 20 191 7 3 58 62 3 8 76 111 3 36 4 45
1/1_0146.wav	그녀와 나는 음악에 맞추어 탱고를 췄다	18 116 134 3 26 7 3 88 339 9 3 260 248 8 3 17 22 3 794 6
1/1_0147.wav	결혼 축하해	156 206 3 352 15 24
1/1_0148.wav	할아버지의 회갑을 축하하는 잔치를 열었다	75 13 137 14 31 3 136 311 11 3 352 15 15 7 3 373 132 22 3 204 52 6
1/1_0149.wav	그 사람은 한 시간 전에 역으로 출발했어요	18 3 21 53 12 3 20 3 29 82 3 63 9 3 250 41 27 3 216 148 54 8 5
1/1_0150.wav	이 역에서 출발하는 사람 중에는 군인이 많아	4 3 250 9 19 3 216 148 15 7 3 21 53 3 83 9 7 3 302 57 4 3 93 13
1/1_0151.wav	이 기차는 부산을 세 시에 출발합니다	4 3 23 120 7 3 55 177 11 3 35 3 29 9 3 216 148 90 16 6
1/1_0152.wav	지금 춤출 기분이 아냐	14 113 3 719 216 3 23 100 4 3 13 571
1/1_0153.wav	오늘 밤에 춤추러 갈까요	50 98 3 226 9 3 719 248 96 3 221 70 5
1/1_0154.wav	소주 다섯 병에 결국 취하고 말았다	74 38 3 6 424 3 306 9 3 156 84 3 345 15 17 3 62 114 6
1/1_0155.wav	나 안 취했어	26 3 69 3 345 54 8
1/1_0156.wav	내가 한 말 취소하겠어요	44 10 3 20 3 62 3 345 74 15 105 8 5
1/1_0157.wav	죄송하지만 예약을 취소하고 싶어요	313 315 15 14 61 3 87 188 11 3 345 74 15 17 3 178 8 5
1/1_0158.wav	어제 농구를 하다 코를 다쳤어요	8 37 3 348 68 22 3 15 6 3 371 22 3 6 346 8 5
1/1_0159.wav	어쩌다 다친 거야	8 574 6 3 6 215 3 49 45
1/1_0160.wav	이 문은 잘 안 닫혀요	4 3 77 12 3 133 3 69 3 501 332 5
1/1_0161.wav	컴퓨터가 멈춰서 창이 닫히지 않아	422 440 144 10 3 651 565 19 3 303 4 3 501 126 14 3 85 13
1/1_0162.wav	카드를 단말기 위에 대세요	364 119 22 3 187 62 23 3 106 9 3 47 35 5
1/1_0163.wav	그렇게 먹어 대니까 살이 안 빠지지	18 245 32 3 140 8 3 47 16 70 3 163 4 3 69 3 243 14 14
1/1_0164.wav	질문에 대답하세요	212 77 9 3 47 341 15 35 5
1/1_0166.wav	그녀는 나를 딸처럼 대한다	18 116 7 3 26 22 3 425 220 446 3 47 20 6
1/1_0167.wav	이 문제에 대해 말해 볼 사람	4 3 77 37 9 3 47 24 3 62 24 3 388 3 21 53
1/1_0168.wav	그 개는 낯선 사람이 다가가면 짖는다	18 3 157 7 3 662 124 3 21 53 4 3 6 10 10 56 3 7 6
1/1_0169.wav	내가 그녀에게 다가가자 그녀의 얼굴이 창백해졌다	44 10 3 18 116 9 32 3 6 10 10 34 3 18 116 31 3 183 403 4 3 303 317 24 209 6
1/1_0170.wav	폭풍이 다가오자 하늘이 어두워졌다	556 369 4 3 6 10 50 34 3 15 98 4 3 8 107 117 209 6
1/1_0171.wav	그녀가 내게 다가왔다	18 116 10 3 44 32 3 6 10 213 6
1/1_0172.wav	그는 힘이 다할 때까지 계속 소리쳤다	18 7 3 350 4 3 6 75 3 80 70 14 3 109 170 3 74 28 346 6
1/1_0173.wav	부모님을 실망시키지 않기 위해 최선을 다하겠다	55 71 169 11 3 94 320 29 312 14 3 85 23 3 106 24 3 281 124 11 3 6 15 105 6
1/1_0174.wav	자기 전에 이 닦는 거 잊지 마라	34 23 3 63 9 3 4 3 601 7 3 49 3 448 14 3 40 43
1/1_0175.wav	바닥을 닦아라	110 471 11 3 601 13 43
1/1_0176.wav	블라우스에 브로치를 달았다	676 43 48 92 9 3 561 27 132 22 3 150 114 6
1/1_0177.wav	태극기를 다세요	280 450 23 22 3 6 35 5
1/1_0178.wav	엄마가 돌아가신 후 모든 것이 달라졌어요	223 40 10 3 263 13 10 73 3 202 3 71 211 3 67 4 3 150 43 209 8 5
1/1_0179.wav	저는 아내 덕분에 많이 달라졌습니다	33 7 3 13 44 3 530 100 9 3 93 4 3 150 43 209 60 16 6
1/1_0180.wav	그는 결승점을 향해 전속력으로 달렸다	18 7 3 156 366 180 11 3 380 24 3 63 170 249 41 27 3 150 194 6
1/1_0181.wav	그 오토바이는 시속 육십 킬로로 달렸어요	18 3 50 397 110 4 7 3 29 170 3 436 146 3 520 27 27 3 150 194 8 5
1/1_0182.wav	포도가 나무에 달려 있었다	316 39 10 3 26 51 9 3 150 76 3 25 52 6
1/1_0183.wav	너한테 달렸어	78 20 191 3 150 194 8
1/1_0184.wav	아내를 업고 병원으로 달려갔다	13 44 22 3 207 17 3 306 115 41 27 3 150 76 292 6
1/1_0185.wav	딸아이는 저한테 혼나고 나면 엄마한테 달려가요	425 13 4 7 3 33 20 191 3 206 26 17 3 26 56 3 223 40 20 191 3 150 76 10 5
1/1_0186.wav	그릇에 물이 담겨 있어	18 589 9 3 95 4 3 238 228 3 25 8
1/1_0187.wav	부모님의 꾸중에는 사랑이 담겨 있다	55 71 169 31 3 386 83 9 7 3 21 208 4 3 238 228 3 25 6
1/1_0188.wav	너는 내가 아는 어떤 사람이랑 많이 닮았어	78 7 3 44 10 3 13 7 3 8 389 3 21 53 4 208 3 93 4 3 754 114 8
1/1_0189.wav	그들은 아주 친한 사이여서 서로를 닮아 가고 있다	18 30 12 3 13 38 3 215 20 3 21 4 59 19 3 19 27 22 3 754 13 3 10 17 3 25 6
1/1_0190.wav	방금 상자에 담아 둔 책이 없어졌어	135 113 3 72 34 9 3 238 13 3 734 3 171 4 3 64 8 209 8
1/1_0191.wav	고객이 감사의 마음을 담은 편지를 보내 왔어	17 458 4 3 165 21 31 3 40 88 11 3 238 12 3 166 14 22 3 46 44 3 213 8
1/1_0192.wav	밧줄을 너무 세게 당겨서 끊어졌어	946 179 11 3 78 51 3 35 32 3 162 228 19 3 472 8 209 8
1/1_0193.wav	문을 당겨서 여세요	77 11 3 162 228 19 3 59 35 5
1/1_0194.wav	내 동생이 어제 교통사고를 당했어	44 3 112 66 4 3 8 37 3 141 155 21 17 22 3 162 54 8
1/1_0195.wav	그는 자기 부하들 앞에서 창피를 당했다	18 7 3 34 23 3 55 15 30 3 304 9 19 3 303 184 22 3 162 54 6
1/1_0196.wav	어느 학교에 다녔어요	8 264 3 102 141 9 3 6 817 8 5
1/1_0197.wav	학생이세요 아니면 직장을 다니세요	102 66 4 35 5 3 13 16 56 3 130 65 11 3 6 16 35 5
1/1_0198.wav	아버지는 일요일이면 사냥을 다니세요	13 137 14 7 3 36 5 36 4 56 3 21 510 11 3 6 16 35 5
1/1_0199.wav	학교 다녀왔어요	102 141 3 6 116 213 8 5
1/1_0200.wav	추석에는 많은 사람들이 고향을 다녀온다	248 269 9 7 3 93 12 3 21 53 30 4 3 17 380 11 3 6 116 278 6
1/1_0201.wav	용의자는 부산으로 달아났다	164 31 34 7 3 55 177 41 27 3 150 13 229 6
1/1_0202.wav	도둑은 개를 보고는 달아났습니다	39 661 12 3 157 22 3 46 17 7 3 150 13 229 60 16 6
1/1_0203.wav	신문 좀 내려주실래요 선반에 손이 안 닿아서요	73 77 3 89 3 44 76 38 94 108 5 3 124 192 9 3 199 4 3 69 3 652 13 19 5
1/1_0204.wav	저희 집은 여기에서 엎어지면 코 닿을 데 있어요	33 219 3 118 12 3 59 23 9 19 3 747 8 14 56 3 371 3 652 11 3 125 3 25 8 5
1/1_0205.wav	창문을 좀 닫아도 될까요	303 77 11 3 89 3 501 13 39 3 321 70 5
1/1_0206.wav	저희 가게는 밤 열 시에 문을 닫습니다	33 219 3 10 32 7 3 226 3 204 3 29 9 3 77 11 3 501 60 16 6
1/1_0207.wav	마음 속으로 생각한 수에 이를 더하세요	40 88 3 170 41 27 3 66 123 20 3 42 9 3 4 22 3 127 15 35 5
1/1_0208.wav	삼 더하기 사는 칠	246 3 127 15 23 3 21 7 3 344
1/1_0209.wav	연못에 돌을 던지지 마세요	149 152 9 3 263 11 3 396 14 14 3 40 35 5
1/1_0210.wav	투수는 타자가 아닌 포수에게 공을 던져야 한다	409 42 7 3 239 34 10 3 13 591 3 316 42 9 32 3 138 11 3 396 244 45 3 20 6
1/1_0211.wav	책을 덮으세요	171 11 3 681 41 35 5
1/1_0212.wav	컵을 종이로 덮어 두어라	637 11 3 254 4 27 3 681 8 3 107 8 43
1/1_0213.wav	일곱 시쯤에 너를 데리러 갈게	36 535 3 29 720 9 3 78 22 3 125 28 96 3 221 32
1/1_0214.wav	그는 딸을 데리고 회사에 왔다	18 7 3 425 11 3 125 28 17 3 136 21 9 3 213 6
1/1_0215.wav	이 남자 병원에 데려가야 해	4 3 129 34 3 306 115 9 3 125 76 10 45 3 24
1/1_0216.wav	오늘 여자 친구를 부모님께 데려갈 거야	50 98 3 59 34 3 215 68 22 3 55 71 169 391 3 125 76 221 3 49 45
1/1_0217.wav	집들이 때 회사 사람들 집에 데려와도 돼	118 30 4 3 80 3 136 21 3 21 53 30 3 118 9 3 125 76 134 39 3 272
